iter,loss,Acc,mean image rate
2837,3.407,0.289,488.089 img/s).
2838,3.326,0.285,613.409 img/s).
2839,3.02,0.348,698.550 img/s).
2840,3.386,0.27,696.898 img/s).
2841,3.324,0.262,673.052 img/s).
2842,3.135,0.32,707.589 img/s).
2843,3.442,0.312,689.386 img/s).
2844,3.299,0.297,552.787 img/s).
2845,3.257,0.277,682.331 img/s).
2846,3.378,0.289,587.712 img/s).
2847,3.195,0.32,719.223 img/s).
2848,3.382,0.273,658.060 img/s).
2849,3.12,0.32,716.514 img/s).
2850,3.021,0.328,705.463 img/s).
2851,3.281,0.293,691.943 img/s).
2852,2.832,0.395,691.862 img/s).
2853,3.152,0.344,662.611 img/s).
2854,3.121,0.352,624.024 img/s).
2855,2.96,0.363,649.662 img/s).
2856,3.257,0.344,689.778 img/s).
2857,3.038,0.32,652.058 img/s).
2858,3.01,0.422,703.104 img/s).
2859,3.441,0.277,704.167 img/s).
2860,3.496,0.289,665.731 img/s).
2861,3.117,0.316,706.889 img/s).
2862,3.42,0.285,700.897 img/s).
2863,2.944,0.41,729.245 img/s).
2864,3.201,0.285,705.053 img/s).
2865,3.219,0.332,522.085 img/s).
2866,3.304,0.328,711.854 img/s).
2867,3.114,0.332,667.099 img/s).
2868,3.341,0.297,711.133 img/s).
2869,3.21,0.32,727.610 img/s).
2870,3.231,0.316,746.840 img/s).
2871,3.275,0.281,738.641 img/s).
2872,3.072,0.355,686.185 img/s).
2873,3.371,0.293,734.953 img/s).
2874,3.097,0.309,668.980 img/s).
2875,3.397,0.285,669.306 img/s).
2876,2.973,0.367,705.278 img/s).
2877,3.133,0.348,746.044 img/s).
2878,3.375,0.285,545.614 img/s).
2879,3.135,0.332,690.895 img/s).
2880,3.091,0.336,687.099 img/s).
2881,3.593,0.277,433.271 img/s).
2882,3.228,0.328,696.901 img/s).
2883,3.107,0.309,723.764 img/s).
2884,3.234,0.305,700.554 img/s).
2885,3.015,0.336,522.972 img/s).
2886,3.305,0.312,411.882 img/s).
2887,3.36,0.312,721.177 img/s).
2888,3.155,0.324,712.728 img/s).
2889,3.472,0.293,707.726 img/s).
2890,3.026,0.344,665.392 img/s).
2891,3.336,0.305,703.793 img/s).
2892,3.235,0.32,682.176 img/s).
2893,3.483,0.246,599.954 img/s).
2894,3.148,0.309,691.454 img/s).
2895,3.202,0.301,688.433 img/s).
2896,3.43,0.289,723.626 img/s).
2897,3.177,0.332,659.641 img/s).
2898,3.151,0.34,704.544 img/s).
2899,3.147,0.328,732.316 img/s).
2900,3.224,0.301,637.163 img/s).
2901,2.977,0.355,712.700 img/s).
2902,3.235,0.305,706.168 img/s).
2903,3.013,0.352,616.199 img/s).
2904,3.413,0.305,716.292 img/s).
2905,3.039,0.332,698.626 img/s).
2906,3.446,0.281,722.138 img/s).
2907,3.072,0.355,608.642 img/s).
2908,3.291,0.258,64.619 img/s).
2909,3.544,0.281,246.637 img/s).
2910,3.181,0.32,996.971 img/s).
2911,2.963,0.328,1059.161 img/s).
2912,2.959,0.367,1053.439 img/s).
2913,3.341,0.285,1077.879 img/s).
2914,3.48,0.258,729.692 img/s).
2915,3.167,0.316,677.950 img/s).
2916,2.951,0.359,737.456 img/s).
2917,3.388,0.262,712.758 img/s).
2918,3.201,0.312,711.709 img/s).
2919,3.412,0.277,641.589 img/s).
2920,3.069,0.316,672.177 img/s).
2921,3.402,0.301,688.272 img/s).
2922,3.205,0.293,643.853 img/s).
2923,3.291,0.293,615.835 img/s).
2924,3.272,0.262,609.651 img/s).
2925,3.214,0.285,686.864 img/s).
2926,3.306,0.34,419.023 img/s).
2927,3.187,0.32,672.792 img/s).
2928,2.866,0.371,540.564 img/s).
2929,3.128,0.301,695.248 img/s).
2930,3.102,0.312,605.509 img/s).
2931,3.146,0.332,712.686 img/s).
2932,3.215,0.305,610.768 img/s).
2933,3.245,0.32,703.226 img/s).
2934,3.458,0.277,578.448 img/s).
2935,2.944,0.348,717.326 img/s).
2936,3.194,0.281,720.559 img/s).
2937,3.499,0.25,680.537 img/s).
2938,3.091,0.355,738.146 img/s).
2939,3.174,0.324,665.364 img/s).
2940,3.173,0.305,719.856 img/s).
2941,3.143,0.32,725.424 img/s).
2942,2.919,0.336,676.073 img/s).
2943,3.368,0.289,459.043 img/s).
2944,3.114,0.316,663.106 img/s).
2945,3.129,0.316,670.843 img/s).
2946,3.266,0.273,715.621 img/s).
2947,3.202,0.309,679.341 img/s).
2948,3.257,0.289,711.029 img/s).
2949,3.26,0.324,733.114 img/s).
2950,3.151,0.332,699.248 img/s).
2951,3.157,0.328,737.895 img/s).
2952,2.907,0.336,702.278 img/s).
2953,3.183,0.285,556.362 img/s).
2954,3.216,0.332,721.426 img/s).
2955,2.898,0.34,713.737 img/s).
2956,3.095,0.324,658.185 img/s).
2957,2.975,0.355,645.587 img/s).
2958,3.299,0.328,591.994 img/s).
2959,3.176,0.328,694.205 img/s).
2960,3.117,0.352,723.353 img/s).
2961,3.236,0.316,698.783 img/s).
2962,3.177,0.312,697.016 img/s).
2963,3.273,0.297,691.846 img/s).
2964,3.268,0.344,733.605 img/s).
2965,3.001,0.301,646.878 img/s).
2966,2.945,0.367,688.439 img/s).
2967,3.086,0.328,724.320 img/s).
2968,3.188,0.344,687.661 img/s).
2969,3.027,0.344,211.932 img/s).
2970,3.424,0.254,772.243 img/s).
2971,3.267,0.328,622.951 img/s).
2972,3.264,0.324,674.213 img/s).
2973,3.151,0.352,635.783 img/s).
2974,3.336,0.273,668.939 img/s).
2975,2.997,0.352,721.644 img/s).
2976,3.189,0.34,655.531 img/s).
2977,3.3,0.34,704.319 img/s).
2978,3.263,0.27,696.818 img/s).
2979,3.558,0.281,700.099 img/s).
2980,3.213,0.301,708.396 img/s).
2981,3.158,0.32,587.572 img/s).
2982,3.087,0.344,726.165 img/s).
2983,3.156,0.316,728.026 img/s).
2984,3.152,0.328,700.809 img/s).
2985,3.211,0.301,702.923 img/s).
2986,3.221,0.332,735.373 img/s).
2987,3.125,0.305,695.443 img/s).
2988,3.122,0.332,742.634 img/s).
2989,2.889,0.328,631.087 img/s).
2990,3.15,0.32,716.511 img/s).
2991,3.02,0.379,626.245 img/s).
2992,3.372,0.344,734.524 img/s).
2993,3.172,0.312,664.966 img/s).
2994,3.196,0.305,683.910 img/s).
2995,3.319,0.27,609.142 img/s).
2996,3.41,0.297,758.545 img/s).
2997,3.112,0.371,679.997 img/s).
2998,3.234,0.285,703.450 img/s).
2999,3.477,0.316,627.302 img/s).
3000,3.268,0.277,718.999 img/s).
3001,3.329,0.293,663.943 img/s).
3002,3.471,0.246,724.448 img/s).
3003,3.38,0.281,601.386 img/s).
3004,3.248,0.328,708.484 img/s).
3005,3.058,0.309,730.354 img/s).
3006,3.131,0.363,726.148 img/s).
3007,2.963,0.406,426.174 img/s).
3008,3.283,0.352,717.535 img/s).
3009,3.173,0.316,468.830 img/s).
3010,3.36,0.301,667.551 img/s).
3011,3.478,0.27,710.822 img/s).
3012,3.066,0.32,719.953 img/s).
3013,3.259,0.301,695.058 img/s).
3014,3.08,0.301,636.030 img/s).
3015,3.331,0.285,688.159 img/s).
3016,3.139,0.297,643.795 img/s).
3017,3.049,0.344,625.906 img/s).
3018,3.442,0.293,676.751 img/s).
3019,3.253,0.293,698.915 img/s).
3020,3.347,0.297,713.684 img/s).
3021,3.184,0.316,707.008 img/s).
3022,3.187,0.328,562.183 img/s).
3023,3.208,0.289,747.358 img/s).
3024,3.105,0.312,731.265 img/s).
3025,3.582,0.293,677.708 img/s).
3026,3.286,0.289,684.231 img/s).
3027,3.074,0.332,629.160 img/s).
3028,3.167,0.312,728.620 img/s).
3029,3.019,0.336,622.018 img/s).
3030,3.249,0.297,691.470 img/s).
3031,3.171,0.293,719.660 img/s).
3032,3.039,0.309,585.830 img/s).
3033,3.105,0.352,714.472 img/s).
3034,3.164,0.27,739.783 img/s).
3035,3.11,0.309,681.698 img/s).
3036,3.327,0.34,653.408 img/s).
3037,3.176,0.336,691.338 img/s).
3038,2.933,0.32,705.152 img/s).
3039,3.087,0.34,632.004 img/s).
3040,3.663,0.27,710.378 img/s).
3041,3.112,0.348,683.173 img/s).
3042,3.292,0.32,706.467 img/s).
3043,3.255,0.301,688.751 img/s).
3044,3.279,0.285,759.975 img/s).
3045,3.03,0.34,759.812 img/s).
3046,3.28,0.301,643.200 img/s).
3047,3.035,0.336,720.494 img/s).
3048,3.25,0.293,562.780 img/s).
3049,3.157,0.301,707.782 img/s).
3050,3.127,0.359,663.334 img/s).
3051,3.274,0.289,686.997 img/s).
3052,3.554,0.246,725.909 img/s).
3053,3.041,0.348,730.210 img/s).
3054,3.438,0.273,687.306 img/s).
3055,3.255,0.312,756.204 img/s).
3056,3.066,0.305,700.818 img/s).
3057,3.489,0.289,722.786 img/s).
3058,3.138,0.312,710.325 img/s).
3059,3.169,0.324,23.586 img/s).
3060,3.215,0.285,1038.836 img/s).
3061,3.242,0.266,1162.544 img/s).
3062,3.159,0.312,1198.678 img/s).
3063,3.087,0.312,1195.040 img/s).
3064,3.205,0.324,125.961 img/s).
3065,3.192,0.316,754.044 img/s).
3066,3.238,0.297,732.035 img/s).
3067,3.199,0.316,734.167 img/s).
3068,3.119,0.328,718.417 img/s).
3069,3.26,0.309,609.620 img/s).
3070,3.258,0.273,750.654 img/s).
3071,3.434,0.309,653.579 img/s).
3072,3.213,0.32,707.653 img/s).
3073,3.16,0.273,699.021 img/s).
3074,3.124,0.363,719.778 img/s).
3075,3.119,0.348,732.724 img/s).
3076,3.241,0.316,722.175 img/s).
3077,3.271,0.301,728.318 img/s).
3078,3.324,0.277,646.866 img/s).
3079,3.297,0.262,700.341 img/s).
3080,3.144,0.332,580.351 img/s).
3081,3.108,0.316,535.719 img/s).
3082,3.112,0.344,623.358 img/s).
3083,3.111,0.312,729.508 img/s).
3084,2.772,0.367,600.032 img/s).
3085,3.204,0.289,708.208 img/s).
3086,3.289,0.348,673.175 img/s).
3087,3.38,0.301,711.867 img/s).
3088,3.094,0.363,726.874 img/s).
3089,3.102,0.312,710.279 img/s).
3090,3.139,0.328,675.482 img/s).
3091,3.049,0.332,666.176 img/s).
3092,3.172,0.305,663.885 img/s).
3093,3.242,0.293,718.933 img/s).
3094,2.941,0.32,698.542 img/s).
3095,3.337,0.289,610.882 img/s).
3096,3.332,0.289,660.617 img/s).
3097,3.27,0.301,703.585 img/s).
3098,3.251,0.316,704.666 img/s).
3099,3.057,0.328,578.540 img/s).
3100,3.044,0.363,737.806 img/s).
3101,3.506,0.238,700.570 img/s).
3102,3.166,0.324,712.350 img/s).
3103,3.375,0.301,721.675 img/s).
3104,3.073,0.387,662.282 img/s).
3105,3.156,0.309,710.402 img/s).
3106,3.451,0.25,669.924 img/s).
3107,3.385,0.312,696.098 img/s).
3108,3.355,0.301,708.426 img/s).
3109,3.377,0.289,719.239 img/s).
3110,3.397,0.289,690.450 img/s).
3111,3.344,0.273,684.164 img/s).
3112,2.991,0.352,769.537 img/s).
3113,2.954,0.316,626.597 img/s).
3114,3.249,0.348,650.413 img/s).
3115,3.254,0.328,711.741 img/s).
3116,2.835,0.328,470.880 img/s).
3117,3.483,0.297,696.331 img/s).
3118,3.101,0.32,764.230 img/s).
3119,3.126,0.277,721.680 img/s).
3120,3.239,0.312,757.940 img/s).
3121,3.102,0.375,573.703 img/s).
3122,3.241,0.27,726.908 img/s).
3123,3.502,0.285,707.462 img/s).
3124,3.403,0.281,709.994 img/s).
3125,3.287,0.324,570.309 img/s).
3126,3.204,0.363,626.510 img/s).
3127,3.244,0.332,569.527 img/s).
3128,3.001,0.34,661.147 img/s).
3129,3.192,0.301,708.472 img/s).
3130,3.389,0.297,644.494 img/s).
3131,3.328,0.309,702.840 img/s).
3132,2.936,0.363,650.484 img/s).
3133,3.332,0.305,774.303 img/s).
3134,3.201,0.289,682.293 img/s).
3135,3.341,0.301,726.692 img/s).
3136,3.413,0.254,666.023 img/s).
3137,3.275,0.273,682.108 img/s).
3138,3.426,0.285,695.159 img/s).
3139,3.149,0.309,694.430 img/s).
3140,3.467,0.27,788.938 img/s).
3141,3.092,0.293,683.670 img/s).
3142,3.078,0.352,630.241 img/s).
3143,3.116,0.332,639.985 img/s).
3144,3.167,0.316,633.830 img/s).
3145,3.337,0.262,726.611 img/s).
3146,3.107,0.336,707.743 img/s).
3147,3.082,0.348,731.052 img/s).
3148,3.392,0.328,728.399 img/s).
3149,3.455,0.281,645.922 img/s).
3150,3.021,0.32,651.481 img/s).
3151,3.168,0.355,667.383 img/s).
3152,2.961,0.348,747.856 img/s).
3153,3.076,0.348,712.075 img/s).
3154,3.104,0.301,734.577 img/s).
3155,3.007,0.293,711.210 img/s).
3156,3.104,0.301,648.142 img/s).
3157,3.06,0.355,734.754 img/s).
3158,3.009,0.363,695.100 img/s).
3159,3.122,0.316,738.387 img/s).
3160,3.085,0.324,653.118 img/s).
3161,3.273,0.312,770.330 img/s).
3162,3.146,0.348,648.105 img/s).
3163,3.101,0.352,591.019 img/s).
3164,3.113,0.352,605.781 img/s).
3165,3.268,0.309,726.294 img/s).
3166,2.98,0.34,700.910 img/s).
3167,3.131,0.332,725.771 img/s).
3168,3,0.391,701.187 img/s).
3169,3.109,0.355,704.354 img/s).
3170,3.26,0.289,689.755 img/s).
3171,3.045,0.332,746.201 img/s).
3172,3.018,0.344,674.000 img/s).
3173,3.234,0.352,713.628 img/s).
3174,3.371,0.254,666.712 img/s).
3175,3.1,0.355,688.388 img/s).
3176,3.178,0.312,579.060 img/s).
3177,3.034,0.305,705.728 img/s).
3178,3.373,0.281,544.846 img/s).
3179,3.545,0.297,707.971 img/s).
3180,3.241,0.324,663.924 img/s).
3181,3.101,0.352,690.613 img/s).
3182,3.046,0.348,732.384 img/s).
3183,3.023,0.32,689.422 img/s).
3184,3.359,0.34,749.753 img/s).
3185,3.332,0.297,652.419 img/s).
3186,3.145,0.312,691.058 img/s).
3187,3.175,0.355,721.236 img/s).
3188,3.337,0.254,682.335 img/s).
3189,3.233,0.309,417.923 img/s).
3190,3.39,0.32,750.838 img/s).
3191,3.364,0.324,692.099 img/s).
3192,3.322,0.277,738.352 img/s).
3193,3.168,0.32,745.656 img/s).
3194,2.889,0.363,706.912 img/s).
3195,3.194,0.336,716.395 img/s).
3196,3.188,0.312,730.779 img/s).
3197,3.291,0.305,708.442 img/s).
3198,3.158,0.289,719.708 img/s).
3199,3.454,0.266,728.909 img/s).
3200,3.302,0.266,733.740 img/s).
3201,3.112,0.336,701.082 img/s).
3202,3.234,0.312,583.183 img/s).
3203,3.15,0.344,725.281 img/s).
3204,2.946,0.359,718.069 img/s).
3205,3.183,0.375,741.174 img/s).
3206,3.096,0.32,686.717 img/s).
3207,3.171,0.336,723.970 img/s).
3208,3.151,0.352,738.011 img/s).
3209,3.183,0.27,713.804 img/s).
3210,3.21,0.32,730.093 img/s).
3211,2.878,0.375,744.755 img/s).
3212,3.29,0.32,713.935 img/s).
3213,3.354,0.273,645.434 img/s).
3214,3.286,0.34,700.623 img/s).
3215,3.482,0.258,697.446 img/s).
3216,2.999,0.359,652.329 img/s).
3217,3.318,0.297,757.747 img/s).
3218,3.523,0.301,632.813 img/s).
3219,3.177,0.289,708.197 img/s).
3220,3.072,0.344,676.453 img/s).
3221,3.264,0.312,745.700 img/s).
3222,3.164,0.344,740.325 img/s).
3223,3.22,0.32,797.022 img/s).
3224,3.172,0.305,80.209 img/s).
3225,3.275,0.324,162.855 img/s).
3226,3.3,0.293,1044.234 img/s).
3227,3.387,0.281,1080.238 img/s).
3228,3.069,0.301,1005.806 img/s).
3229,3.064,0.359,1074.212 img/s).
3230,2.848,0.391,1078.470 img/s).
3231,3.097,0.371,983.371 img/s).
3232,2.925,0.391,549.374 img/s).
3233,2.987,0.348,707.413 img/s).
3234,3.018,0.355,691.467 img/s).
3235,3.34,0.324,698.994 img/s).
3236,3.174,0.324,647.494 img/s).
3237,3.039,0.344,683.432 img/s).
3238,3.298,0.293,689.733 img/s).
3239,2.911,0.34,741.865 img/s).
3240,3.051,0.348,714.830 img/s).
3241,3.146,0.336,615.501 img/s).
3242,3.495,0.273,694.266 img/s).
3243,3.288,0.297,622.392 img/s).
3244,3.209,0.324,666.952 img/s).
3245,3.125,0.352,571.177 img/s).
3246,3.139,0.344,723.308 img/s).
3247,2.975,0.297,694.235 img/s).
3248,3.155,0.289,672.852 img/s).
3249,2.903,0.359,747.509 img/s).
3250,3.073,0.34,690.319 img/s).
3251,3.04,0.344,702.884 img/s).
3252,3.141,0.34,696.781 img/s).
3253,3.068,0.324,711.862 img/s).
3254,3.25,0.285,764.721 img/s).
3255,3.31,0.324,581.524 img/s).
3256,3.026,0.32,706.589 img/s).
3257,3.088,0.332,674.669 img/s).
3258,3.309,0.289,535.423 img/s).
3259,3.139,0.316,714.699 img/s).
3260,3.022,0.348,657.467 img/s).
3261,3.35,0.277,701.604 img/s).
3262,3.265,0.289,685.444 img/s).
3263,3.255,0.281,758.360 img/s).
3264,3.246,0.293,714.419 img/s).
3265,3.244,0.32,702.486 img/s).
3266,3.024,0.367,769.437 img/s).
3267,3.265,0.293,701.577 img/s).
3268,3.06,0.332,727.237 img/s).
3269,3.005,0.32,626.456 img/s).
3270,3.04,0.301,741.734 img/s).
3271,3.284,0.277,519.734 img/s).
3272,3.262,0.328,733.167 img/s).
3273,3.314,0.273,695.856 img/s).
3274,3.169,0.355,718.311 img/s).
3275,3.478,0.332,701.456 img/s).
3276,3.134,0.34,673.152 img/s).
3277,3.2,0.332,730.676 img/s).
3278,3.239,0.301,681.194 img/s).
3279,3.122,0.34,779.863 img/s).
3280,3.324,0.273,586.658 img/s).
3281,2.93,0.367,658.714 img/s).
3282,2.866,0.359,699.874 img/s).
3283,2.974,0.391,747.962 img/s).
3284,3.141,0.348,525.772 img/s).
3285,2.983,0.355,723.924 img/s).
3286,3.181,0.285,682.960 img/s).
3287,3.152,0.363,704.032 img/s).
3288,3.397,0.344,676.337 img/s).
3289,3.323,0.312,724.579 img/s).
3290,2.892,0.367,745.999 img/s).
3291,3.217,0.297,720.979 img/s).
3292,3.321,0.32,659.176 img/s).
3293,3.016,0.312,713.172 img/s).
3294,3.47,0.285,636.771 img/s).
3295,3.229,0.305,505.811 img/s).
3296,3.204,0.281,712.693 img/s).
3297,3.016,0.359,358.619 img/s).
3298,3.334,0.305,702.122 img/s).
3299,3.132,0.285,725.179 img/s).
3300,3.32,0.277,668.979 img/s).
3301,3.116,0.324,512.925 img/s).
3302,3.122,0.297,672.538 img/s).
3303,3.388,0.301,695.537 img/s).
3304,3.056,0.312,700.730 img/s).
3305,2.896,0.367,588.270 img/s).
3306,3.034,0.336,726.906 img/s).
3307,3.156,0.355,632.189 img/s).
3308,2.848,0.375,634.964 img/s).
3309,2.931,0.348,633.808 img/s).
3310,3.097,0.332,512.124 img/s).
3311,3.161,0.328,720.006 img/s).
3312,2.921,0.328,723.941 img/s).
3313,3.019,0.348,778.533 img/s).
3314,3.122,0.34,658.498 img/s).
3315,3.267,0.359,711.475 img/s).
3316,3.061,0.32,672.790 img/s).
3317,3.216,0.34,732.135 img/s).
3318,3.461,0.309,689.959 img/s).
3319,3.273,0.305,720.803 img/s).
3320,3.531,0.266,496.525 img/s).
3321,3.289,0.281,537.858 img/s).
3322,3.386,0.32,734.874 img/s).
3323,3.347,0.293,660.888 img/s).
3324,3.316,0.293,716.068 img/s).
3325,3.296,0.359,713.662 img/s).
3326,3.103,0.316,703.647 img/s).
3327,3.108,0.355,768.392 img/s).
3328,3.233,0.277,702.788 img/s).
3329,3.311,0.336,728.748 img/s).
3330,3.203,0.328,660.881 img/s).
3331,3.269,0.301,686.115 img/s).
3332,3.089,0.332,664.553 img/s).
3333,3.019,0.309,583.713 img/s).
3334,3.266,0.305,533.492 img/s).
3335,3.219,0.273,697.445 img/s).
3336,3.378,0.324,691.838 img/s).
3337,3.018,0.32,737.075 img/s).
3338,3.346,0.324,739.884 img/s).
3339,3.372,0.262,717.872 img/s).
3340,3.024,0.344,705.678 img/s).
3341,3.116,0.363,645.575 img/s).
3342,3.184,0.324,739.651 img/s).
3343,3.206,0.297,708.163 img/s).
3344,3.253,0.285,708.255 img/s).
3345,3.383,0.281,756.331 img/s).
3346,3.277,0.297,712.740 img/s).
3347,2.962,0.332,753.031 img/s).
3348,3.492,0.285,597.377 img/s).
3349,3.229,0.312,702.791 img/s).
3350,3.056,0.332,756.082 img/s).
3351,3.092,0.305,645.063 img/s).
3352,3.005,0.34,628.762 img/s).
3353,3.186,0.336,726.843 img/s).
3354,3.193,0.32,694.759 img/s).
3355,3.106,0.293,711.736 img/s).
3356,2.914,0.352,691.233 img/s).
3357,3.27,0.32,679.811 img/s).
3358,3.199,0.309,729.758 img/s).
3359,3.016,0.316,747.605 img/s).
3360,3.129,0.312,535.517 img/s).
3361,3.203,0.281,711.356 img/s).
3362,3.295,0.301,736.765 img/s).
3363,3.398,0.301,744.625 img/s).
3364,3.189,0.355,672.643 img/s).
3365,3.197,0.332,729.547 img/s).
3366,3.206,0.297,29.839 img/s).
3367,3.142,0.324,175.011 img/s).
3368,3.059,0.34,1093.964 img/s).
3369,3.144,0.305,1054.257 img/s).
3370,3.209,0.301,1034.808 img/s).
3371,3.144,0.328,1077.011 img/s).
3372,3.545,0.27,1013.644 img/s).
3373,3.28,0.297,1063.343 img/s).
3374,3.164,0.328,789.327 img/s).
3375,3.359,0.266,743.379 img/s).
3376,3.126,0.32,709.173 img/s).
3377,2.924,0.371,687.780 img/s).
3378,3.421,0.254,716.978 img/s).
3379,3.191,0.367,716.704 img/s).
3380,3.016,0.34,745.258 img/s).
3381,3.157,0.328,816.681 img/s).
3382,3.245,0.312,682.356 img/s).
3383,3.473,0.262,744.601 img/s).
3384,3.282,0.285,598.133 img/s).
3385,3.29,0.324,701.276 img/s).
3386,2.972,0.336,733.499 img/s).
3387,3.041,0.281,711.190 img/s).
3388,3.222,0.328,753.065 img/s).
3389,3.028,0.32,679.750 img/s).
3390,3.142,0.305,713.685 img/s).
3391,3.318,0.285,728.830 img/s).
3392,3.381,0.301,753.598 img/s).
3393,2.982,0.363,710.243 img/s).
3394,3.25,0.301,740.486 img/s).
3395,3.094,0.344,710.523 img/s).
3396,3.333,0.293,726.897 img/s).
3397,3.26,0.32,717.087 img/s).
3398,3.135,0.344,679.070 img/s).
3399,3.262,0.301,735.416 img/s).
3400,3.136,0.293,713.398 img/s).
3401,3.132,0.301,749.270 img/s).
3402,2.946,0.352,691.240 img/s).
3403,3.24,0.305,647.579 img/s).
3404,3.048,0.316,626.549 img/s).
3405,2.932,0.367,706.690 img/s).
3406,3.003,0.305,759.463 img/s).
3407,3.273,0.309,655.659 img/s).
3408,3.088,0.316,787.993 img/s).
3409,3.353,0.297,688.376 img/s).
3410,2.969,0.344,767.962 img/s).
3411,3.218,0.297,478.362 img/s).
3412,3.145,0.293,719.112 img/s).
3413,3.126,0.332,699.433 img/s).
3414,3.091,0.375,718.292 img/s).
3415,3.168,0.277,717.929 img/s).
3416,3.185,0.316,614.073 img/s).
3417,3.183,0.273,761.616 img/s).
3418,3.278,0.309,539.414 img/s).
3419,3.232,0.281,692.375 img/s).
3420,3.297,0.301,697.422 img/s).
3421,3.062,0.316,779.411 img/s).
3422,3.109,0.348,691.597 img/s).
3423,3.251,0.297,684.984 img/s).
3424,3.169,0.285,646.947 img/s).
3425,3.002,0.395,697.632 img/s).
3426,3.335,0.281,740.331 img/s).
3427,3.399,0.285,760.486 img/s).
3428,3.192,0.328,720.509 img/s).
3429,3.377,0.281,742.446 img/s).
3430,3.217,0.336,669.333 img/s).
3431,3.002,0.355,602.882 img/s).
3432,3.033,0.336,643.266 img/s).
3433,3.223,0.297,713.826 img/s).
3434,3.465,0.285,695.535 img/s).
3435,2.935,0.34,560.970 img/s).
3436,3.143,0.277,681.080 img/s).
3437,3.253,0.305,728.664 img/s).
3438,3.226,0.32,708.367 img/s).
3439,3.024,0.301,647.796 img/s).
3440,3.027,0.355,691.081 img/s).
3441,3.162,0.293,724.628 img/s).
3442,2.85,0.387,715.418 img/s).
3443,2.985,0.395,651.919 img/s).
3444,2.879,0.367,720.906 img/s).
3445,3.17,0.305,741.085 img/s).
3446,3.14,0.316,697.950 img/s).
3447,2.975,0.359,716.487 img/s).
3448,3.154,0.344,767.554 img/s).
3449,2.888,0.359,598.850 img/s).
3450,3.115,0.312,708.048 img/s).
3451,3.247,0.301,728.534 img/s).
3452,2.911,0.379,761.594 img/s).
3453,3.208,0.316,710.651 img/s).
3454,3.119,0.332,692.400 img/s).
3455,2.858,0.383,744.576 img/s).
3456,3.312,0.27,703.602 img/s).
3457,3.145,0.336,698.081 img/s).
3458,2.959,0.367,751.986 img/s).
3459,3.26,0.309,724.707 img/s).
3460,3.204,0.32,664.131 img/s).
3461,3.2,0.328,758.364 img/s).
3462,3.132,0.289,488.897 img/s).
3463,3.206,0.336,703.156 img/s).
3464,2.983,0.348,717.251 img/s).
3465,3.09,0.332,709.362 img/s).
3466,3.153,0.332,729.718 img/s).
3467,2.98,0.375,710.709 img/s).
3468,3.366,0.32,762.141 img/s).
3469,3.327,0.285,687.392 img/s).
3470,3.015,0.312,705.160 img/s).
3471,3.081,0.352,771.659 img/s).
3472,3.245,0.309,693.395 img/s).
3473,3.202,0.266,563.883 img/s).
3474,3.021,0.344,704.110 img/s).
3475,3.167,0.277,530.004 img/s).
3476,3.344,0.297,728.120 img/s).
3477,3.323,0.285,732.404 img/s).
3478,3.191,0.328,722.675 img/s).
3479,3.152,0.316,708.586 img/s).
3480,3.25,0.258,726.757 img/s).
3481,3.219,0.312,711.612 img/s).
3482,3.285,0.242,724.000 img/s).
3483,3.262,0.336,772.444 img/s).
3484,3.123,0.301,738.210 img/s).
3485,3.288,0.316,530.373 img/s).
3486,3.044,0.34,760.220 img/s).
3487,3.197,0.281,752.844 img/s).
3488,3.221,0.309,759.104 img/s).
3489,3.334,0.332,667.001 img/s).
3490,3.354,0.273,713.764 img/s).
3491,2.953,0.355,737.948 img/s).
3492,3.053,0.371,621.043 img/s).
3493,3.1,0.309,720.953 img/s).
3494,3.023,0.336,718.272 img/s).
3495,3.278,0.301,672.468 img/s).
3496,3.138,0.309,643.391 img/s).
3497,3.027,0.363,707.962 img/s).
3498,3.192,0.312,683.616 img/s).
3499,3.275,0.309,562.697 img/s).
3500,3.003,0.367,735.996 img/s).
3501,3.098,0.359,735.344 img/s).
3502,3.145,0.324,705.307 img/s).
3503,3.1,0.336,726.852 img/s).
3504,2.839,0.391,691.255 img/s).
3505,3.155,0.324,623.083 img/s).
3506,3.151,0.316,690.266 img/s).
3507,3.222,0.301,723.830 img/s).
3508,3.072,0.352,735.147 img/s).
3509,3.146,0.316,701.665 img/s).
3510,2.792,0.398,736.455 img/s).
3511,3.383,0.281,156.316 img/s).
3512,2.799,0.383,82.599 img/s).
3513,2.904,0.402,135.939 img/s).
3514,2.927,0.367,776.027 img/s).
3515,3.458,0.266,747.438 img/s).
3516,3.317,0.281,647.255 img/s).
3517,3.151,0.309,666.505 img/s).
3518,3.24,0.336,689.407 img/s).
3519,3.039,0.352,628.801 img/s).
3520,3.11,0.328,683.899 img/s).
3521,3.531,0.32,701.163 img/s).
3522,3.153,0.301,718.299 img/s).
3523,3.107,0.312,761.963 img/s).
3524,3.102,0.293,714.976 img/s).
3525,3.181,0.277,751.285 img/s).
3526,3.082,0.348,724.253 img/s).
3527,2.867,0.371,751.045 img/s).
3528,3.192,0.301,728.815 img/s).
3529,3.301,0.328,495.904 img/s).
3530,3.209,0.312,701.743 img/s).
3531,3.377,0.348,759.250 img/s).
3532,3.495,0.23,708.685 img/s).
3533,3.196,0.336,723.775 img/s).
3534,3.183,0.352,699.225 img/s).
